Proto,Dur,SrcBytes,DstBytes,sTtl,dTtl,SrcLoad,DstLoad,SrcPkts,DstPkts,sMeanPktSz,dMeanPktSz,SIntPkt,DIntPkt,TcpRtt,SynAck,AckDat,DeviceName,label_mac,label,generated_label
37,0.209921,183,123,100.0,32.0,3506.080811,0.0,2,1,91.5,123.0,2807.4635,5614.924,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.24296,149,149,64.0,214.0,2469.542236,2469.542236,2,2,74.5,74.5,0.121,253.698,0.217404,0.206102,0.011302,amazon echo,44:65:0d:56:cc:d3,2,-1
38,2.617263,270,270,64.0,48.0,550.193054,550.193054,3,3,90.0,90.0,1209.6735,1209.48,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,3.318726,624,264,64.0,228.0,1128.143677,477.291565,4,4,156.0,66.0,1290.05875,1290.0475,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,1
37,0.738079,132,132,47.0,64.0,715.370544,715.370544,2,2,66.0,66.0,5164.7605,5164.759,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.436727,298,393,64.0,210.0,4103.25,5770.195312,4,5,74.5,78.599998,145.575672,282.29975,0.216317,0.205201,0.011116,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.239653,183,177,100.0,33.0,3071.106934,2970.962158,2,2,91.5,88.5,4047.432,3939.1965,0.221133,0.220992,0.000141,smart things,d0:52:a8:00:67:5e,3,-1
38,2.595535,270,270,64.0,47.0,554.798889,554.798889,3,3,90.0,90.0,1199.9335,1199.7385,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,1.842236,132,132,64.0,48.0,286.608215,286.608215,2,2,66.0,66.0,5112.02,5112.015,0.216512,0.215964,0.000548,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,1.750573,132,132,47.0,64.0,301.615509,301.615509,2,2,66.0,66.0,5160.006,5160.004,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,4.165703,243,231,100.0,35.0,311.111969,295.748413,3,3,81.0,77.0,2082.8515,1974.412,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
38,0.023992,301,684,64.0,64.0,0.0,114038.015625,1,2,301.0,342.0,0.0,2.529,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,4.251624,780,330,64.0,224.0,1174.139526,496.751343,5,5,156.0,66.0,1011.568188,1011.563188,0.217131,0.215625,0.001506,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.207639,199,177,100.0,34.0,3852.84082,3429.02832,2,2,99.5,88.5,3498.4575,3395.483,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,3
37,0.20786,183,177,100.0,35.0,3540.844971,3425.382568,2,2,91.5,88.5,4082.522,3979.441,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.69153,149,244,64.0,213.0,867.641357,1885.673828,2,3,74.5,81.333336,691.53,233.799,0.214227,0.206131,0.008096,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.216863,183,177,100.0,32.0,3393.847656,3283.178711,2,2,91.5,88.5,4063.5765,3955.8615,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.24445,149,149,64.0,208.0,2454.489746,2454.489746,2,2,74.5,74.5,0.111,258.572,0.215974,0.211419,0.004555,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.249616,149,149,64.0,212.0,2403.692139,2403.692139,2,2,74.5,74.5,249.616,0.134,0.214197,0.206335,0.007862,amazon echo,44:65:0d:56:cc:d3,2,-1
37,4.29085,132,132,64.0,48.0,123.052536,123.052536,2,2,66.0,66.0,5111.991,5112.0,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,4.968008,306,177,100.0,37.0,328.501892,143.317001,3,2,102.0,88.5,4943.6695,4932.209,0.210765,0.21064,0.000125,smart things,d0:52:a8:00:67:5e,3,-1
37,0.484142,954,4556,64.0,32.0,14458.567383,67765.242188,12,10,79.5,455.600006,44.01291,29.673,0.217213,0.216535,0.000678,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.264046,149,149,64.0,211.0,2272.331299,2272.331299,2,2,74.5,74.5,264.046,0.171,0.226215,0.21744,0.008775,amazon echo,44:65:0d:56:cc:d3,2,2
37,4.343427,1064,396,64.0,226.0,1633.73291,607.814941,6,6,177.333328,66.0,860.292312,860.287812,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
38,2.544434,270,270,64.0,51.0,565.941162,565.941162,3,3,90.0,90.0,1184.9405,1184.713,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
38,2.616825,270,270,64.0,48.0,550.285156,550.285156,3,3,90.0,90.0,1209.9955,1209.82,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,0.220182,199,177,100.0,35.0,3633.35791,3233.688477,2,2,99.5,88.5,3069.9705,2961.4995,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
38,2.619073,270,270,64.0,48.0,549.812866,549.812866,3,3,90.0,90.0,1210.4985,1210.325,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,4.236765,952,396,64.0,227.0,1499.25708,623.116943,6,6,158.666672,66.0,838.1665,838.169313,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
38,2.532391,270,270,64.0,48.0,568.632568,568.632568,3,3,90.0,90.0,1181.598,1181.378,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,4.348874,780,330,64.0,227.0,1147.883301,485.642944,5,5,156.0,66.0,1425.91,1425.90875,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,1
37,3.650281,132,132,64.0,44.0,144.646393,144.646393,2,2,66.0,66.0,5143.915,5143.857,0.272967,0.272549,0.000418,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,0.431295,810,4405,64.0,36.0,13522.067383,71505.578125,10,8,81.0,550.625,47.921668,31.929143,0.207706,0.207194,0.000512,insteon camera,00:62:6e:51:27:2e,5,5
37,4.217167,780,330,64.0,227.0,1183.733032,500.81015,5,5,156.0,66.0,1212.12375,1212.12325,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,0.207239,183,177,100.0,34.0,3551.455078,3435.646729,2,2,91.5,88.5,4082.355,3979.416,0.204533,0.204412,0.000121,smart things,d0:52:a8:00:67:5e,3,-1
38,0.032577,301,684,64.0,64.0,0.0,83985.632812,1,2,301.0,342.0,0.0,6.208,0.0,0.0,0.0,insteon camera,00:62:6e:51:27:2e,5,-1
37,2.763401,259,231,100.0,35.0,500.832123,445.827423,3,3,86.333336,77.0,1381.7005,1278.582,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,4.343778,780,330,64.0,226.0,1149.22998,486.212677,5,5,156.0,66.0,1177.087375,1177.08375,0.228025,0.215573,0.012452,dropcam,30:8c:fb:2f:e4:b2,1,-1
25,0.022253,490,490,64.0,56.0,140924.828125,140924.828125,5,5,98.0,98.0,5.3235,5.25125,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.0,66,66,47.0,64.0,0.0,0.0,1,1,66.0,66.0,5487.795,5178.24,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,3.374024,132,132,64.0,47.0,156.4897,156.4897,2,2,66.0,66.0,5150.45,5150.4525,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,4.69444,243,231,100.0,32.0,276.071289,262.43811,3,3,81.0,77.0,2347.22,2239.103,0.0,0.0,0.0,smart things,d0:52:a8:00:67:5e,3,-1
37,0.303995,132,132,64.0,44.0,1736.870605,1736.870605,2,2,66.0,66.0,5144.051,31.517,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
37,4.221493,1064,396,64.0,226.0,1680.921997,625.371216,6,6,177.333328,66.0,841.707688,841.661187,0.224714,0.220805,0.003909,dropcam,30:8c:fb:2f:e4:b2,1,-1
37,4.116164,780,330,64.0,224.0,513.09906,1212.779663,5,5,156.0,66.0,1029.796375,1029.797188,0.0,0.0,0.0,dropcam,30:8c:fb:2f:e4:b2,1,-1
25,0.01925,490,490,64.0,56.0,162909.09375,162909.09375,5,5,98.0,98.0,4.56625,4.5255,0.0,0.0,0.0,amazon echo,44:65:0d:56:cc:d3,2,-1
37,0.559912,132,132,47.0,64.0,943.00531,943.00531,2,2,66.0,66.0,5150.428,258.614,0.0,0.0,0.0,withings smart baby monitor,00:24:e4:11:18:a8,4,-1
