flow id,source ip,source port,destination ip,destination port,protocol,timestamp,flow duration,total fwd packets,total backward packets,total length of fwd packets,total length of bwd packets,fwd packet length max,fwd packet length min,fwd packet length mean,fwd packet length std,bwd packet length max,bwd packet length min,bwd packet length mean,bwd packet length std,flow bytes/s,flow packets/s,flow iat mean,flow iat std,flow iat max,flow iat min,fwd iat total,fwd iat mean,fwd iat std,fwd iat max,fwd iat min,bwd iat total,bwd iat mean,bwd iat std,bwd iat max,bwd iat min,fwd psh flags,bwd psh flags,fwd urg flags,bwd urg flags,fwd header length,bwd header length,fwd packets/s,bwd packets/s,min packet length,max packet length,packet length mean,packet length std,packet length variance,fin flag count,syn flag count,rst flag count,psh flag count,ack flag count,urg flag count,cwe flag count,ece flag count,down/up ratio,average packet size,avg fwd segment size,avg bwd segment size,fwd header length.1,fwd avg bytes/bulk,fwd avg packets/bulk,fwd avg bulk rate,bwd avg bytes/bulk,bwd avg packets/bulk,bwd avg bulk rate,subflow fwd packets,subflow fwd bytes,subflow bwd packets,subflow bwd bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active mean,active std,active max,active min,idle mean,idle std,idle max,idle min,attack_cat,label
192.168.10.3-192.168.10.17-53-16370-17,192.168.10.17,16370,192.168.10.3,53,17,4/7/2017 3:30,85692,2,2,100,196.0,50,50,50.0,0.0,98,98,98.0,0.0,3454.231434,46.67880316,28564.0,49467.37106,85684.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,40,23.33940158,23.33940158,50,98,69.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,86.5,50.0,98.0,64,0,0,0,0,0,0,2,100,2,196,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-38470-80-6,172.16.0.1,38470,192.168.10.50,80,6,5/7/2017 10:26,63100372,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.11093437,10500000.0,11900000.0,32100000.0,996959.0,63100000.0,10500000.0,11900000.0,32100000.0,996959.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.11093437,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7004880.0,0.0,7004880.0,7004880.0,18700000.0,12200000.0,32100000.0,8015936.0,DoS Slowhttptest,1.0
172.16.0.1-192.168.10.50-38672-80-6,172.16.0.1,38672,192.168.10.50,80,6,5/7/2017 10:26,63148009,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110850684,10500000.0,11900000.0,32100000.0,996659.0,63100000.0,10500000.0,11900000.0,32100000.0,996659.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110850684,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7004589.0,0.0,7004589.0,7004589.0,18700000.0,12300000.0,32100000.0,8015754.0,DoS Slowhttptest,1.0
172.16.0.1-192.168.10.50-33474-80-6,172.16.0.1,33474,192.168.10.50,80,6,5/7/2017 10:19,20999159,2,1,10,0.0,10,0,5.0,7.071067812,0,0,0.0,0.0,0.476209547,0.142862864,10500000.0,14800000.0,21000000.0,47.0,21000000.0,21000000.0,0.0,21000000.0,21000000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,32,0.095241909,0.047620955,0,10,5.0,5.773502692,33.33333333,0,1,0,0,1,0,0,0,0,6.666666667,5.0,0.0,64,0,0,0,0,0,0,2,10,1,0,229,235,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Slowhttptest,1.0
172.16.0.1-192.168.10.50-33858-80-6,172.16.0.1,33858,192.168.10.50,80,6,5/7/2017 10:15,108739859,6,3,525,0.0,520,0,87.5,211.8903018,0,0,0.0,0.0,4.828036424,0.082766339,13600000.0,37200000.0,106000000.0,34.0,109000000.0,21700000.0,47000000.0,106000000.0,572.0,106000000.0,52900000.0,74800000.0,106000000.0,2047.0,0,0,0,0,216,104,0.055177559,0.02758878,0,520,52.5,164.2702719,26984.72222,0,0,0,1,0,0,0,0,0,58.33333333,87.5,0.0,216,0,0,0,0,0,0,6,525,3,0,29200,235,2,32,3002113.0,0.0,3002113.0,3002113.0,106000000.0,0.0,106000000.0,106000000.0,DoS Slowhttptest,1.0
192.168.10.15-50.63.243.230-56755-80-6,192.168.10.15,56755,50.63.243.230,80,6,5/7/2017 2:13,99527,3,4,434,2279.0,428,0,144.6666667,245.3922031,2267,0,569.75,1131.503535,27258.93476,70.33267355,16587.83333,17772.84592,33216.0,5.0,65814.0,32907.0,521.8448045,33276.0,32538.0,66311.0,22103.66667,37383.25923,65266.0,5.0,0,0,0,0,72,92,30.14257438,40.19009917,0,2267,339.125,793.0533107,628933.5536,0,0,0,1,0,0,0,0,1,387.5714286,144.6666667,569.75,72,0,0,0,0,0,0,3,434,4,2279,8192,237,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
162.247.242.20-192.168.10.16-443-48360-6,192.168.10.16,48360,162.247.242.20,443,6,5/7/2017 1:44,116181267,22,20,1232,3785.0,773,0,56.0,170.9923418,1388,0,189.25,437.0058262,43.18252098,0.361504062,2833689.439,4539433.481,10200000.0,4.0,116000000.0,5532441.286,5090235.736,10300000.0,49.0,113000000.0,5937020.789,5167106.981,10300000.0,49.0,0,0,0,0,712,648,0.189359271,0.172144792,0,1388,116.6744186,325.2274458,105772.8915,0,0,0,1,0,0,0,0,0,119.452381,56.0,189.25,712,0,0,0,0,0,0,22,1232,20,3785,29200,5379,4,32,64696.09091,96723.45761,356328.0,35366.0,10200000.0,63504.3218,10200000.0,10000000.0,BENIGN,0.0
172.217.12.162-192.168.10.9-443-21515-6,192.168.10.9,21515,172.217.12.162,443,6,5/7/2017 3:11,63357912,7,2,187,92.0,46,6,26.71428571,20.0890873,46,46,46.0,0.0,4.403554208,0.142050136,7919739.0,20600000.0,58800000.0,3.0,63400000.0,10600000.0,23700000.0,58800000.0,3.0,59000000.0,59000000.0,0.0,59000000.0,59000000.0,1,0,0,0,140,40,0.110483439,0.031566697,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,0,36.11111111,26.71428571,46.0,140,0,0,0,0,0,0,7,187,2,92,255,446,6,20,241778.0,0.0,241778.0,241778.0,58800000.0,0.0,58800000.0,58800000.0,BENIGN,0.0
172.16.0.1-192.168.10.50-34364-80-6,172.16.0.1,34364,192.168.10.50,80,6,5/7/2017 10:15,63085546,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110960441,10500000.0,11900000.0,32000000.0,997858.0,63100000.0,10500000.0,11900000.0,32000000.0,997858.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110960441,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7005679.0,0.0,7005679.0,7005679.0,18700000.0,12200000.0,32000000.0,8016060.0,DoS Slowhttptest,1.0
172.16.0.1-192.168.10.50-39370-80-6,172.16.0.1,39370,192.168.10.50,80,6,5/7/2017 10:26,63126778,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110887966,10500000.0,11900000.0,32100000.0,999339.0,63100000.0,10500000.0,11900000.0,32100000.0,999339.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110887966,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7015248.0,0.0,7015248.0,7015248.0,18700000.0,12200000.0,32100000.0,8015970.0,DoS Slowhttptest,1.0
192.168.10.3-192.168.10.9-53-55802-17,192.168.10.9,55802,192.168.10.3,53,17,5/7/2017 3:04,175,2,2,82,138.0,41,41,41.0,0.0,69,69,69.0,0.0,1257142.857,22857.14286,58.33333333,60.54199644,123.0,3.0,3.0,3.0,0.0,3.0,3.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,64,64,11428.57143,11428.57143,41,69,52.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,65.25,41.0,69.0,64,0,0,0,0,0,0,2,82,2,138,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-48994-80-6,172.16.0.1,48994,192.168.10.50,80,6,5/7/2017 10:33,63132850,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110877301,10500000.0,11900000.0,32100000.0,997562.0,63100000.0,10500000.0,11900000.0,32100000.0,997562.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110877301,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7005478.0,0.0,7005478.0,7005478.0,18700000.0,12200000.0,32100000.0,8015896.0,DoS Slowhttptest,1.0
172.16.0.1-192.168.10.50-38592-80-6,172.16.0.1,38592,192.168.10.50,80,6,5/7/2017 10:26,63101841,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110931787,10500000.0,11900000.0,32100000.0,998161.0,63100000.0,10500000.0,11900000.0,32100000.0,998161.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110931787,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7006135.0,0.0,7006135.0,7006135.0,18700000.0,12200000.0,32100000.0,8015911.0,DoS Slowhttptest,1.0
172.16.0.1-192.168.10.50-34820-80-6,172.16.0.1,34820,192.168.10.50,80,6,5/7/2017 10:15,63125264,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110890625,10500000.0,11900000.0,32100000.0,997918.0,63100000.0,10500000.0,11900000.0,32100000.0,997918.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110890625,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7013867.0,0.0,7013867.0,7013867.0,18700000.0,12200000.0,32100000.0,8015936.0,DoS Slowhttptest,1.0
192.168.10.1-192.168.10.3-53-62378-17,192.168.10.3,62378,192.168.10.1,53,17,4/7/2017 11:31,191276,1,1,61,77.0,61,61,61.0,0.0,77,77,77.0,0.0,721.4705452,10.45609486,191276.0,0.0,191276.0,191276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,5.228047429,5.228047429,61,77,66.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,99.5,61.0,77.0,32,0,0,0,0,0,0,1,61,1,77,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-35366-80-6,172.16.0.1,35366,192.168.10.50,80,6,5/7/2017 10:15,63123583,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110893578,10500000.0,11900000.0,32100000.0,996350.0,63100000.0,10500000.0,11900000.0,32100000.0,996350.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110893578,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012066.0,0.0,7012066.0,7012066.0,18700000.0,12200000.0,32100000.0,8016148.0,DoS Slowhttptest,1.0
192.168.10.15-23.194.140.38-52779-80-6,23.194.140.38,80,192.168.10.15,52779,6,5/7/2017 10:23,53,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,226415.0943,37735.84906,53.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,18867.92453,18867.92453,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-38622-80-6,172.16.0.1,38622,192.168.10.50,80,6,5/7/2017 10:26,83375261,18,2,3510,0.0,351,0,195.0,179.4698074,0,0,0.0,0.0,42.09881874,0.239879309,4388171.632,6069942.135,20700000.0,91.0,83400000.0,4904427.118,6225742.234,20700000.0,429.0,31600000.0,31600000.0,0.0,31600000.0,31600000.0,0,0,0,0,624,80,0.215891378,0.023987931,0,351,167.1428571,179.6299768,32266.92857,0,0,0,1,0,0,0,0,0,175.5,195.0,0.0,624,0,0,0,0,0,0,18,3510,2,0,29200,28960,10,32,4517543.667,3918760.724,7008025.0,482.0,11600000.0,6018825.339,20700000.0,5438026.0,DoS Slowhttptest,1.0
192.168.10.3-192.168.10.14-53-59227-17,192.168.10.14,59227,192.168.10.3,53,17,4/7/2017 11:16,61270,2,2,132,264.0,66,66,66.0,0.0,132,132,132.0,0.0,6463.195691,65.28480496,20423.33333,35330.95657,61220.0,3.0,47.0,47.0,0.0,47.0,47.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,32.64240248,32.64240248,66,132,92.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,115.5,66.0,132.0,40,0,0,0,0,0,0,2,132,2,264,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-38288-80-6,172.16.0.1,38288,192.168.10.50,80,6,5/7/2017 10:26,63126612,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110888257,10500000.0,11900000.0,32100000.0,999039.0,63100000.0,10500000.0,11900000.0,32100000.0,999039.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.110888257,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7014963.0,0.0,7014963.0,7014963.0,18700000.0,12200000.0,32100000.0,8015950.0,DoS Slowhttptest,1.0
172.16.0.1-192.168.10.50-34540-80-6,172.16.0.1,34540,192.168.10.50,80,6,5/7/2017 10:15,63146177,7,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1108539,10500000.0,11900000.0,32100000.0,998663.0,63100000.0,10500000.0,11900000.0,32100000.0,998663.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,0,0.1108539,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7010745.0,0.0,7010745.0,7010745.0,18700000.0,12300000.0,32100000.0,8007953.0,DoS Slowhttptest,1.0
172.16.0.1-192.168.10.50-38048-80-6,172.16.0.1,38048,192.168.10.50,80,6,5/7/2017 10:37,4,1,1,1983,0.0,1983,1983,1983.0,0.0,0,0,0.0,0.0,496000000.0,500000.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,32,250000.0,250000.0,0,1983,1322.0,1144.885584,1310763.0,0,1,0,0,1,0,0,0,1,1983.0,1983.0,0.0,32,0,0,0,0,0,0,1,1983,1,0,235,235,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Slowhttptest,1.0
184.25.56.171-192.168.10.14-80-56528-6,192.168.10.14,56528,184.25.56.171,80,6,7/7/2017 2:28,5269223,3,1,12,0.0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.277375621,0.759125207,1756407.667,2966305.769,5181227.0,74.0,5269223.0,2634611.5,3601458.178,5181227.0,87996.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.569343905,0.189781302,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
192.168.10.8-23.208.79.206-52616-443-6,23.208.79.206,443,192.168.10.8,52616,6,4/7/2017 11:51,18273,14,1,23360,0.0,2920,0,1668.571429,967.9705744,0,0,0.0,0.0,1278388.88,820.8832704,1305.214286,3028.066918,10447.0,5.0,18273.0,1405.615385,3127.391766,10447.0,48.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,280,20,766.157719,54.72555136,0,2920,1460.0,1066.233245,1136853.333,0,0,0,0,1,0,0,0,0,1557.333333,1668.571429,0.0,280,0,0,0,0,0,0,14,23360,1,0,1038,0,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.217.6.193-192.168.10.16-443-49880-6,192.168.10.16,49880,172.217.6.193,443,6,4/7/2017 2:19,69170495,389,673,2897,1209784.0,745,0,7.447300771,47.27944372,4254,0,1797.598811,761.6257065,17531.76698,15.35336707,65193.68049,1806266.466,58600000.0,0.0,69200000.0,178274.4716,2986529.011,58600000.0,1.0,69100000.0,102877.7932,2271059.466,58600000.0,0.0,0,0,0,0,13392,21544,5.623785112,9.729581955,0,4254,1140.809972,1054.970358,1112962.457,0,0,0,1,0,0,0,0,1,1141.884181,7.447300771,1797.598811,13392,0,0,0,0,0,0,389,2897,673,1209784,29200,380,22,32,10500000.0,0.0,10500000.0,10500000.0,58600000.0,0.0,58600000.0,58600000.0,BENIGN,0.0
192.168.10.9-54.187.98.195-7189-443-6,192.168.10.9,7189,54.187.98.195,443,6,4/7/2017 2:19,60611005,15,16,8491,3375.0,5233,0,566.0666667,1491.953344,1521,0,210.9375,502.3518646,195.7730283,0.511458274,2020366.833,4016349.501,10000000.0,71.0,60600000.0,4329357.5,5085738.76,10100000.0,314.0,60500000.0,4035111.667,5031315.866,10100000.0,217.0,0,0,0,0,312,324,0.24747981,0.263978464,0,5233,370.8125,1078.628653,1163439.77,0,0,0,1,0,0,0,0,1,382.7741935,566.0666667,210.9375,312,0,0,0,0,0,0,15,8491,16,3375,8192,46720,9,20,185113.1667,248195.4629,691740.0,83615.0,9916653.667,143713.0662,10000000.0,9720073.0,BENIGN,0.0
160.92.49.14-192.168.10.25-80-57014-6,160.92.49.14,80,192.168.10.25,57014,6,4/7/2017 2:08,221,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9049.773756,221.0,0.0,221.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,4524.886878,4524.886878,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,15544,65535,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
192.168.10.9-23.50.75.27-20720-80-6,192.168.10.9,20720,23.50.75.27,80,6,5/7/2017 2:39,114318107,17,16,944,3931.0,430,0,55.52941176,140.9530585,1963,0,245.6875,586.5212379,42.6441631,0.288668181,3572440.844,4777478.819,10000000.0,66.0,114000000.0,7143439.625,4502728.195,10000000.0,331.0,114000000.0,7619661.467,4229110.45,10000000.0,209.0,0,0,0,0,352,464,0.148707851,0.13996033,0,1963,143.3823529,419.134029,175673.3342,0,0,0,1,0,0,0,0,0,147.7272727,55.52941176,245.6875,352,0,0,0,0,0,0,17,944,16,3931,8192,980,16,20,389592.3636,1215350.509,4054012.0,22950.0,10000000.0,5544.317056,10000000.0,9992256.0,BENIGN,0.0
