flow id,source ip,source port,destination ip,destination port,protocol,timestamp,flow duration,total fwd packets,total backward packets,total length of fwd packets,total length of bwd packets,fwd packet length max,fwd packet length min,fwd packet length mean,fwd packet length std,bwd packet length max,bwd packet length min,bwd packet length mean,bwd packet length std,flow bytes/s,flow packets/s,flow iat mean,flow iat std,flow iat max,flow iat min,fwd iat total,fwd iat mean,fwd iat std,fwd iat max,fwd iat min,bwd iat total,bwd iat mean,bwd iat std,bwd iat max,bwd iat min,fwd psh flags,bwd psh flags,fwd urg flags,bwd urg flags,fwd header length,bwd header length,fwd packets/s,bwd packets/s,min packet length,max packet length,packet length mean,packet length std,packet length variance,fin flag count,syn flag count,rst flag count,psh flag count,ack flag count,urg flag count,cwe flag count,ece flag count,down/up ratio,average packet size,avg fwd segment size,avg bwd segment size,fwd header length.1,fwd avg bytes/bulk,fwd avg packets/bulk,fwd avg bulk rate,bwd avg bytes/bulk,bwd avg packets/bulk,bwd avg bulk rate,subflow fwd packets,subflow fwd bytes,subflow bwd packets,subflow bwd bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active mean,active std,active max,active min,idle mean,idle std,idle max,idle min,attack_cat,label
172.16.0.1-192.168.10.50-42688-80-6,172.16.0.1,42688,192.168.10.50,80,6,5/7/2017 10:48,34340541,6,7,331,11595.0,313,0,55.16666667,126.3462175,5792,0,1656.428571,2120.732252,347.2863168,0.378561305,2861711.75,9861210.198,34200000.0,1.0,34200000.0,6840216.0,15300000.0,34200000.0,1.0,34300000.0,5723413.667,13900000.0,34200000.0,45.0,0,0,0,0,164,232,0.174720602,0.203840702,0,5792,852.2857143,1666.870879,2778458.527,1,0,0,0,0,0,0,0,1,917.8461538,55.16666667,1656.428571,164,0,0,0,0,0,0,6,331,7,11595,0,235,3,20,12031.0,0.0,12031.0,12031.0,34200000.0,0.0,34200000.0,34200000.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-33968-80-6,172.16.0.1,33968,192.168.10.50,80,6,5/7/2017 10:53,191,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10471.20419,191.0,0.0,191.0,191.0,191.0,191.0,0.0,191.0,191.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,10471.20419,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1.0
192.168.10.3-192.168.10.12-53-49649-17,192.168.10.12,49649,192.168.10.3,53,17,5/7/2017 4:13,197,2,2,86,222.0,43,43,43.0,0.0,111,111,111.0,0.0,1563451.777,20304.56853,65.66666667,29.73774257,100.0,48.0,48.0,48.0,0.0,48.0,48.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,80,80,10152.28426,10152.28426,43,111,70.2,37.24513391,1387.2,0,0,0,0,0,0,0,0,1,87.75,43.0,111.0,80,0,0,0,0,0,0,2,86,2,222,-1,-1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
192.168.10.3-192.168.10.9-53-57208-17,192.168.10.9,57208,192.168.10.3,53,17,7/7/2017 2:08,191,2,2,82,114.0,41,41,41.0,0.0,57,57,57.0,0.0,1026178.01,20942.40838,63.66666667,69.83074776,140.0,3.0,48.0,48.0,0.0,48.0,48.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,10471.20419,10471.20419,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
192.168.10.14-216.201.82.87-53515-443-6,192.168.10.14,53515,216.201.82.87,443,6,4/7/2017 11:11,737,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2713.704206,737.0,0.0,737.0,737.0,737.0,737.0,0.0,737.0,737.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2713.704206,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-46712-80-6,172.16.0.1,46712,192.168.10.50,80,6,5/7/2017 10:47,3,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-53424-80-6,172.16.0.1,53424,192.168.10.50,80,6,5/7/2017 10:43,144574,3,6,414,11595.0,414,0,138.0,239.0230114,4344,0,1932.5,1977.812908,83064.7281,62.25185718,18071.75,46272.82099,132209.0,25.0,12011.0,6005.5,7090.159695,11019.0,992.0,144540.0,28908.0,57976.18593,132209.0,47.0,0,0,0,0,104,200,20.75061906,41.50123812,0,4344,1200.9,1754.86134,3079538.322,0,0,0,1,0,0,0,0,2,1334.333333,138.0,1932.5,104,0,0,0,0,0,0,3,414,6,11595,29200,235,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1.0
192.168.10.15-69.172.216.56-61105-443-6,192.168.10.15,61105,69.172.216.56,443,6,7/7/2017 4:53,142526,24,33,2193,58638.0,1748,0,91.375,355.779342,3059,0,1776.909091,941.4079006,426806.3371,399.9270309,2545.107143,6790.566523,24250.0,2.0,142311.0,6187.434783,11168.02793,35571.0,178.0,118295.0,3696.71875,8473.132076,30645.0,48.0,0,0,0,0,492,672,168.3903288,231.5367021,0,3059,1048.810345,1122.855671,1260804.858,0,0,0,1,0,0,0,0,1,1067.210526,91.375,1776.909091,492,0,0,0,0,0,0,24,2193,33,58638,8192,66,23,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
192.168.10.9-104.16.28.216-10347-80-6,104.16.28.216,80,192.168.10.9,10347,6,7/7/2017 4:37,146,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,82191.78082,13698.63014,146.0,0.0,146.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6849.315068,6849.315068,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,29,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
192.168.10.1-192.168.10.3-53-61028-17,192.168.10.3,61028,192.168.10.1,53,17,7/7/2017 12:10,91448,1,1,44,135.0,44,44,44.0,0.0,135,135,135.0,0.0,1957.396553,21.87035255,91448.0,0.0,91448.0,91448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,10.93517628,10.93517628,44,135,74.33333333,52.5388745,2760.333333,0,0,0,0,0,0,0,0,1,111.5,44.0,135.0,32,0,0,0,0,0,0,1,44,1,135,-1,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-51714-80-6,172.16.0.1,51714,192.168.10.50,80,6,5/7/2017 10:55,98632729,6,7,400,11595.0,382,0,66.66666667,154.5091152,4344,0,1656.428571,1760.597234,121.6127762,0.131802092,8219394.083,28400000.0,98500000.0,3.0,98500000.0,19700000.0,44000000.0,98500000.0,3.0,98600000.0,16400000.0,40200000.0,98500000.0,18.0,0,0,0,0,164,232,0.060831735,0.070970357,0,4344,857.2142857,1458.744042,2127934.181,1,0,0,0,0,0,0,0,1,923.1538462,66.66666667,1656.428571,164,0,0,0,0,0,0,6,400,7,11595,0,235,3,20,16999.0,0.0,16999.0,16999.0,98500000.0,0.0,98500000.0,98500000.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-33790-80-6,172.16.0.1,33790,192.168.10.50,80,6,5/7/2017 10:51,997,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2006.018054,997.0,0.0,997.0,997.0,997.0,997.0,0.0,997.0,997.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2006.018054,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-50692-80-6,172.16.0.1,50692,192.168.10.50,80,6,5/7/2017 10:44,116085233,7,6,404,11595.0,404,0,57.71428571,152.6976471,5792,0,1932.5,2181.008184,103.3637069,0.111986681,9673769.417,28800000.0,100000000.0,1.0,116000000.0,19300000.0,40000000.0,100000000.0,1.0,44485.0,8897.0,14356.7633,33134.0,45.0,0,0,0,0,240,200,0.060300521,0.051686161,0,5792,857.0714286,1665.730076,2774656.687,0,0,0,0,1,0,0,0,0,923.0,57.71428571,1932.5,240,0,0,0,0,0,0,7,404,6,11595,251,235,1,32,4.0,0.0,4.0,4.0,58000000.0,59400000.0,100000000.0,16000000.0,DoS Hulk,1.0
192.168.10.3-192.168.10.50-53-23495-17,192.168.10.50,23495,192.168.10.3,53,17,4/7/2017 11:06,197,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,812182.7411,20304.56853,65.66666667,108.546457,191.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,40,40,10152.28426,10152.28426,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-58164-80-6,172.16.0.1,58164,192.168.10.50,80,6,5/7/2017 10:59,101789050,6,1,6,0.0,6,0,1.0,2.449489743,0,0,0.0,0.0,0.058945437,0.068769676,17000000.0,41600000.0,102000000.0,1.0,102000000.0,20400000.0,45500000.0,102000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,188,40,0.058945437,0.009824239,0,6,0.75,2.121320344,4.5,0,0,0,0,1,0,0,0,0,0.857142857,1.0,0.0,188,0,0,0,0,0,0,6,6,1,0,251,28960,1,20,974.0,0.0,974.0,974.0,102000000.0,0.0,102000000.0,102000000.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-44068-80-6,172.16.0.1,44068,192.168.10.50,80,6,5/7/2017 10:53,99125772,9,6,331,11595.0,331,0,36.77777778,110.3333333,4344,0,1932.5,1977.812908,120.3117994,0.151322907,7080412.286,26500000.0,99100000.0,2.0,99100000.0,12400000.0,35000000.0,99100000.0,2.0,17518.0,3503.6,4993.046595,11166.0,50.0,0,0,0,0,296,200,0.090793744,0.060529163,0,4344,745.375,1487.420043,2212418.383,0,0,0,0,1,0,0,0,0,795.0666667,36.77777778,1932.5,296,0,0,0,0,0,0,9,331,6,11595,251,235,1,32,2003.0,0.0,2003.0,2003.0,99100000.0,0.0,99100000.0,99100000.0,DoS Hulk,1.0
192.168.10.8-52.200.244.47-60807-443-6,192.168.10.8,60807,52.200.244.47,443,6,5/7/2017 3:29,5941609,6,4,330,157.0,236,0,55.0,90.75241044,145,0,39.25,70.55671478,81.96432986,1.683045788,660178.7778,1884655.067,5685248.0,3.0,5941609.0,1188321.8,2562989.983,5772922.0,3.0,205669.0,68556.33333,59216.4563,104234.0,201.0,0,0,0,0,132,92,1.009827473,0.673218315,0,236,44.27272727,76.72429981,5886.618182,0,0,0,1,0,0,0,0,0,48.7,55.0,39.25,132,0,0,0,0,0,0,6,330,4,157,8192,110,5,20,256358.0,0.0,256358.0,256358.0,5685248.0,0.0,5685248.0,5685248.0,BENIGN,0.0
192.168.10.19-69.89.207.99-123-123-17,192.168.10.19,123,69.89.207.99,123,17,4/7/2017 10:18,52212,1,1,48,48.0,48,48,48.0,0.0,48,48,48.0,0.0,1838.65778,38.30537041,52212.0,0.0,52212.0,52212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,19.15268521,19.15268521,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-48190-80-6,172.16.0.1,48190,192.168.10.50,80,6,5/7/2017 11:00,3,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-58278-80-6,172.16.0.1,58278,192.168.10.50,80,6,5/7/2017 10:43,100894629,10,6,1302,11595.0,324,0,130.2,166.8064747,5792,0,1932.5,2181.008184,127.8264277,0.158581286,6726308.6,25800000.0,99900000.0,1.0,101000000.0,11200000.0,33300000.0,99900000.0,1.0,986152.0,197230.4,366614.2283,843759.0,46.0,0,0,0,0,316,200,0.099113304,0.059467982,0,5792,758.6470588,1517.131131,2301686.868,0,0,0,0,1,0,0,0,0,806.0625,130.2,1932.5,316,0,0,0,0,0,0,10,1302,6,11595,274,235,5,20,1991.0,0.0,1991.0,1991.0,99900000.0,0.0,99900000.0,99900000.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-58730-80-6,172.16.0.1,58730,192.168.10.50,80,6,5/7/2017 10:43,10997,3,1,18,0.0,6,6,6.0,0.0,0,0,0.0,0.0,1636.810039,363.7355642,3665.666667,4708.098378,8991.0,56.0,10997.0,5498.5,4939.140867,8991.0,2006.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,32,272.8016732,90.93389106,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1.0
192.168.10.15-52.72.224.189-60688-443-6,52.72.224.189,443,192.168.10.15,60688,6,7/7/2017 4:42,40,1,1,6,6.0,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,114,256,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.0
172.16.0.1-192.168.10.50-50660-80-6,172.16.0.1,50660,192.168.10.50,80,6,5/7/2017 10:57,1,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-36244-80-6,172.16.0.1,36244,192.168.10.50,80,6,5/7/2017 10:56,100236652,6,6,348,11595.0,348,0,58.0,142.0704051,4344,0,1932.5,1754.831473,119.1480338,0.119716688,9112422.909,30200000.0,100000000.0,1.0,100000000.0,20000000.0,44800000.0,100000000.0,1.0,144349.0,28869.8,57973.65734,132170.0,16.0,0,0,0,0,200,200,0.059858344,0.059858344,0,4344,918.6923077,1498.712413,2246138.897,0,0,0,0,1,0,0,0,1,995.25,58.0,1932.5,200,0,0,0,0,0,0,6,348,6,11595,251,235,1,32,4.0,0.0,4.0,4.0,100000000.0,0.0,100000000.0,100000000.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-43272-80-6,172.16.0.1,43272,192.168.10.50,80,6,5/7/2017 10:44,82784113,7,6,369,11595.0,363,0,52.71428571,136.8414098,5792,0,1932.5,2181.008184,144.5204831,0.157034962,6898676.083,23900000.0,82600000.0,1.0,82700000.0,13800000.0,33700000.0,82600000.0,1.0,145403.0,29080.6,58407.73254,133159.0,46.0,0,0,0,0,220,200,0.084557287,0.072477675,0,5792,854.5714286,1666.387928,2776848.725,0,0,0,0,1,0,0,0,0,920.3076923,52.71428571,1932.5,220,0,0,0,0,0,0,7,369,6,11595,251,235,2,20,997.0,0.0,997.0,997.0,82600000.0,0.0,82600000.0,82600000.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-43420-80-6,172.16.0.1,43420,192.168.10.50,80,6,5/7/2017 10:56,98731848,9,7,315,11595.0,315,0,35.0,105.0,2896,0,1656.428571,1302.532387,120.6297688,0.162055105,6582123.2,25500000.0,98700000.0,1.0,98700000.0,12300000.0,34900000.0,98700000.0,1.0,39575.0,6595.833333,11139.32525,27172.0,3.0,0,0,0,0,296,232,0.091155997,0.070899108,0,2896,700.5882353,1149.484997,1321315.757,0,0,0,0,1,0,0,0,0,744.375,35.0,1656.428571,296,0,0,0,0,0,0,9,315,7,11595,251,235,1,32,1983.0,0.0,1983.0,1983.0,98700000.0,0.0,98700000.0,98700000.0,DoS Hulk,1.0
172.16.0.1-192.168.10.50-55060-80-6,172.16.0.1,55060,192.168.10.50,80,6,5/7/2017 11:00,19071,6,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,314.6138115,3814.2,8044.261787,18204.0,142.0,19071.0,3814.2,8044.261787,18204.0,142.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,192,0,314.6138115,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,192,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Hulk,1.0
192.168.10.14-207.200.74.133-51976-443-6,192.168.10.14,51976,207.200.74.133,443,6,4/7/2017 10:10,116387806,21,19,1697,3715.0,1093,0,80.80952381,246.6275773,1460,0,195.5263158,461.0017315,46.49971665,0.343678615,2984302.718,4517495.94,10000000.0,2.0,116000000.0,5819390.3,4948248.812,10100000.0,4.0,112000000.0,6196843.778,5035112.465,10200000.0,2.0,0,0,0,0,432,392,0.180431273,0.163247342,0,1460,132.0,360.2443615,129776.0,0,0,0,1,0,0,0,0,0,135.3,80.80952381,195.5263158,432,0,0,0,0,0,0,21,1697,19,3715,8192,5120,15,20,139784.7273,152414.5906,599332.0,93799.0,10000000.0,1007.617722,10000000.0,9999725.0,BENIGN,0.0
